intern_id,task_completion_time_hrs,feedback_rating,attendance_percent,performance_score,performance_category
INT_05217,,9.2,89.6,74.1,Average
INT_05218,8.5,7.3,,66.1,Average
INT_05219,8.5,8.5,86.4,70.1,Average
INT_05220,6.4,6.9,79.0,49.6,Average
INT_05221,15.4,6.1,98.4,50.7,Average
INT_05222,,7.1,96.1,61.9,Average
INT_05223,9.3,7.4,86.1,58.7,Average
INT_05224,7.2,5.0,90.2,46.1,Average
INT_05225,18.8,8.8,97.9,51.4,Average
INT_05226,6.8,3.3,94.8,43.1,Struggle
INT_05227,8.7,10.0,76.3,63.6,Average
INT_05228,11.2,,89.9,78.3,
INT_05229,11.8,7.1,86.7,46.6,Average
INT_05230,12.9,7.5,96.9,47.3,Average
INT_05231,15.4,8.0,96.2,66.3,Average
INT_05232,11.5,,98.5,51.5,
INT_05233,6.8,7.8,79.1,59.4,Average
INT_05234,9.2,7.3,81.7,62.7,Average
INT_05235,10.9,7.4,96.9,72.1,Average
INT_05236,16.2,7.8,83.3,37.5,Struggle
INT_05237,5.8,5.5,75.8,42.7,Struggle
INT_05238,13.6,7.6,92.3,50.1,Average
INT_05239,10.5,7.7,83.6,63.1,Average
INT_05240,12.5,7.7,100.0,71.6,Average
INT_05241,9.7,,90.4,53.4,
INT_05242,7.5,9.2,89.3,85.5,Excel
INT_05243,12.3,7.0,85.0,45.8,Average
INT_05244,12.0,7.8,,66.6,Average
INT_05245,12.9,9.4,90.9,61.7,Average
INT_05246,10.0,7.4,84.7,56.5,Average
INT_05247,8.2,7.8,81.6,61.6,Average
INT_05248,5.3,7.4,87.4,66.4,Average
INT_05249,12.5,9.4,80.2,65.3,Average
INT_05250,11.3,7.1,96.2,53.4,Average
INT_05251,7.1,9.4,73.5,66.2,Average
INT_05252,8.4,7.3,86.9,63.9,
INT_05253,8.6,6.2,,63.9,Average
INT_05254,5.6,8.5,90.7,77.5,
INT_05255,7.5,7.0,82.3,61.3,Average
INT_05256,6.6,8.4,93.3,80.5,Excel
INT_05257,8.8,3.4,80.9,34.5,Struggle
INT_05258,7.8,7.5,87.8,59.0,Average
INT_05259,5.1,6.8,93.2,63.7,Average
INT_05260,16.1,5.9,91.7,34.2,Struggle
INT_05261,13.8,6.7,82.6,53.9,Average
INT_05262,7.7,6.6,97.6,66.8,Average
INT_05263,10.8,7.4,88.7,,Average
INT_05264,11.3,5.4,93.9,48.2,Average
INT_05265,13.6,8.0,100.0,54.9,Average
INT_05266,7.5,9.5,96.9,94.9,Excel
INT_05267,13.3,,97.0,63.5,Average
INT_05268,8.4,8.7,89.5,76.5,Excel
INT_05269,6.0,9.1,94.4,73.2,Average
INT_05270,12.2,9.4,,73.4,Average
INT_05271,13.9,10.0,78.3,61.7,Average
INT_05272,17.8,6.8,90.4,32.3,Struggle
INT_05273,6.4,6.4,90.1,55.6,Average
INT_05274,12.1,8.7,92.7,59.1,Average
INT_05275,8.8,8.6,87.0,62.0,Average
INT_05276,12.4,8.7,81.9,59.9,Average
INT_05277,5.6,10.0,93.3,87.1,Excel
INT_05278,6.2,7.5,77.5,63.8,Average
INT_05279,7.7,8.1,99.7,84.9,Excel
INT_05280,10.2,6.0,86.1,47.3,Average
INT_05281,8.1,10.0,90.0,69.8,Average
INT_05282,12.0,7.0,92.5,53.2,Average
INT_05283,,7.0,92.7,59.4,Average
INT_05284,11.8,7.0,76.7,,Average
INT_05285,14.9,6.5,94.6,55.1,Average
INT_05286,11.2,6.4,90.4,53.4,Average
INT_05287,6.3,6.7,82.9,48.8,Average
INT_05288,14.1,5.5,82.0,34.2,Struggle
INT_05289,8.2,6.3,85.3,55.5,Average
INT_05290,12.7,10.0,77.6,71.7,Average
INT_05291,14.7,8.6,100.0,74.4,Average
INT_05292,11.4,8.9,99.9,78.2,Excel
INT_05293,5.5,9.3,91.6,85.9,Excel
INT_05294,7.2,10.0,86.2,85.7,Excel
INT_05295,14.0,4.8,86.4,31.2,Struggle
INT_05296,9.5,5.7,94.1,43.2,Struggle
INT_05297,10.2,6.3,100.0,57.8,Average
INT_05298,12.3,6.8,83.4,49.6,Average
INT_05299,,7.0,79.1,40.6,Struggle
INT_05300,10.8,6.8,100.0,67.4,
INT_05301,9.4,7.8,73.7,61.0,Average
INT_05302,9.1,7.6,79.9,49.9,Average
INT_05303,12.6,6.4,86.0,53.3,Average
INT_05304,11.7,4.2,75.5,24.9,Struggle
INT_05305,9.2,6.0,96.9,51.6,Average
INT_05306,13.2,6.7,94.9,57.1,Average
INT_05307,9.6,7.1,83.4,55.1,Average
INT_05308,7.4,5.8,98.2,,Average
INT_05309,7.7,6.8,99.6,61.1,Average
INT_05310,7.1,5.8,87.1,43.9,Struggle
INT_05311,9.2,,84.4,56.6,Average
INT_05312,13.7,5.9,100.0,51.9,Average
INT_05313,7.6,6.2,93.8,54.0,Average
INT_05314,10.6,,90.1,38.6,Struggle
INT_05315,8.0,7.3,98.9,69.6,Average
INT_05316,9.2,6.2,90.4,45.5,Average
INT_05317,5.5,8.9,,78.1,Excel
INT_05318,9.3,8.1,88.6,63.8,Average
INT_05319,9.4,7.4,96.3,67.6,
INT_05320,11.6,6.3,72.1,31.5,Struggle
INT_05321,10.7,8.1,85.7,68.3,Average
INT_05322,6.4,8.5,99.1,79.6,Excel
INT_05323,13.3,7.7,83.9,56.4,Average
INT_05324,10.6,9.9,100.0,87.2,Excel
INT_05325,10.6,8.2,99.3,,Average
INT_05326,10.0,8.9,87.5,74.0,Average
INT_05327,8.4,7.7,83.5,53.9,Average
INT_05328,10.7,8.5,85.7,56.5,Average
INT_05329,11.4,6.3,,66.1,Average
INT_05330,4.8,6.8,100.0,78.8,Excel
INT_05331,8.4,8.0,89.0,78.9,Excel
INT_05332,,8.0,83.1,60.1,
INT_05333,10.8,8.3,88.9,64.5,Average
INT_05334,13.6,9.2,90.0,67.8,Average
INT_05335,7.7,5.4,78.1,44.1,Struggle
INT_05336,8.5,6.0,88.6,48.9,Average
INT_05337,8.5,7.8,98.6,66.3,Average
INT_05338,7.6,6.4,73.6,50.4,Average
INT_05339,9.0,10.0,94.6,77.1,Excel
INT_05340,12.3,,99.0,60.3,Average
INT_05341,6.8,7.4,83.5,65.2,Average
INT_05342,11.3,6.7,100.0,57.8,Average
INT_05343,4.9,6.8,82.5,67.5,Average
INT_05344,8.3,7.5,91.5,63.2,Average
INT_05345,9.0,7.7,85.5,58.4,Average
INT_05346,15.0,6.8,85.5,45.5,Average
INT_05347,9.2,7.1,83.1,51.3,Average
INT_05348,3.4,9.5,93.6,,Excel
INT_05349,4.0,9.6,94.8,87.1,Excel
INT_05350,10.1,7.9,87.5,60.7,Average
INT_05351,11.8,5.5,77.1,45.7,Average
INT_05352,11.1,8.3,91.2,57.1,Average
INT_05353,10.5,9.8,91.4,84.0,Excel
INT_05354,13.5,9.6,86.3,69.9,Average
INT_05355,8.4,8.6,100.0,86.2,Excel
INT_05356,12.7,9.6,,79.5,Excel
INT_05357,5.1,7.6,70.3,68.6,Average
INT_05358,7.3,8.4,82.2,73.9,Average
INT_05359,4.6,6.5,93.7,59.8,Average
INT_05360,9.2,7.9,79.6,53.2,Average
INT_05361,9.9,9.5,80.2,71.6,Average
INT_05362,10.3,6.6,95.6,47.7,Average
INT_05363,10.2,6.2,91.7,55.9,Average
INT_05364,7.2,7.6,91.0,56.4,Average
INT_05365,,7.2,94.3,68.5,Average
INT_05366,5.5,8.5,84.6,72.2,Average
INT_05367,14.1,6.8,85.0,45.5,Average
INT_05368,9.1,10.0,94.5,78.5,Excel
INT_05369,8.5,5.6,77.2,32.8,Struggle
INT_05370,,9.4,70.9,60.2,Average
INT_05371,6.3,6.4,84.5,65.0,Average
INT_05372,6.6,4.8,95.4,50.2,Average
INT_05373,6.7,7.9,90.0,73.9,Average
INT_05374,9.8,7.1,94.9,59.2,Average
INT_05375,11.3,5.8,,38.1,Struggle
INT_05376,12.2,5.0,,43.2,Struggle
INT_05377,17.7,7.5,93.2,49.5,
INT_05378,3.3,9.0,77.2,85.5,Excel
INT_05379,11.8,,,68.8,Average
INT_05380,,7.6,87.1,63.5,Average
INT_05381,8.2,8.2,100.0,70.9,Average
INT_05382,8.1,7.5,70.6,51.0,Average
INT_05383,7.3,,99.0,61.1,Average
INT_05384,,5.4,84.8,24.2,Struggle
INT_05385,12.5,7.2,75.1,51.3,Average
INT_05386,10.1,7.3,,54.0,Average
INT_05387,,8.8,90.2,56.8,Average
INT_05388,5.5,8.6,96.3,75.6,Excel
INT_05389,6.0,8.4,100.0,84.8,Excel
INT_05390,3.5,7.1,99.4,76.7,Excel
INT_05391,7.9,5.4,80.3,54.3,Average
INT_05392,10.5,8.1,97.0,61.0,Average
INT_05393,,8.3,91.1,63.1,Average
INT_05394,10.4,3.9,82.8,30.4,Struggle
INT_05395,5.8,,86.3,54.7,Average
INT_05396,12.4,6.5,82.3,44.4,Struggle
INT_05397,10.7,7.7,88.3,61.4,Average
INT_05398,12.2,6.3,82.2,46.2,Average
INT_05399,4.3,7.4,79.8,75.0,Excel
INT_05400,10.9,7.2,91.8,50.5,Average
INT_05401,6.4,7.3,93.0,70.2,Average
INT_05402,8.8,6.4,86.5,50.3,
INT_05403,11.6,6.5,98.9,58.2,Average
INT_05404,10.3,5.9,85.9,49.1,Average
INT_05405,7.4,8.1,85.6,62.2,Average
INT_05406,10.0,8.4,93.3,63.6,Average
INT_05407,5.4,6.3,86.9,63.6,Average
INT_05408,13.5,,88.7,68.9,Average
INT_05409,9.4,7.0,67.8,45.3,Average
INT_05410,13.4,9.8,88.1,72.5,Average
INT_05411,8.4,6.5,73.4,52.3,Average
INT_05412,8.4,4.5,78.2,33.5,Struggle
INT_05413,7.7,8.1,77.3,58.0,
INT_05414,12.6,7.9,79.7,45.2,Average
INT_05415,7.9,7.6,83.6,62.3,Average
INT_05416,11.9,6.5,84.1,38.9,Struggle
INT_05417,8.9,7.4,93.3,65.3,Average
INT_05418,,6.7,89.8,74.5,Average
INT_05419,,7.0,,49.7,Average
INT_05420,6.5,8.8,88.7,73.3,Average
INT_05421,10.1,7.8,90.5,74.0,Average
INT_05422,6.4,8.4,85.4,80.5,Excel
INT_05423,12.8,7.2,87.5,47.0,Average
INT_05424,9.7,7.0,89.5,58.4,
INT_05425,9.5,5.8,94.1,54.1,Average
INT_05426,12.0,6.9,75.4,45.9,Average
INT_05427,12.9,2.5,86.0,28.1,Struggle
INT_05428,9.9,6.6,100.0,60.9,Average
INT_05429,7.7,7.4,99.3,71.4,
INT_05430,4.7,8.3,94.8,84.4,Excel
INT_05431,7.9,7.1,,70.3,Average
INT_05432,8.1,8.0,,79.1,Excel
INT_05433,10.3,4.2,100.0,,Average
INT_05434,9.0,7.4,87.0,52.1,Average
INT_05435,12.1,5.0,80.2,30.9,Struggle
INT_05436,8.2,5.7,85.8,54.3,Average
INT_05437,9.8,7.2,100.0,66.2,Average
INT_05438,13.6,9.4,75.4,63.3,Average
INT_05439,11.0,8.1,84.2,69.9,Average
INT_05440,9.8,7.5,76.7,47.5,Average
INT_05441,8.2,7.5,89.0,70.2,Average
INT_05442,8.1,6.4,78.4,49.1,Average
INT_05443,7.4,6.7,87.1,,Average
INT_05444,8.4,8.1,72.4,58.7,Average
INT_05445,12.3,5.4,92.9,55.1,Average
INT_05446,9.3,,97.8,73.5,Average
INT_05447,6.0,6.9,84.9,58.9,Average
INT_05448,15.3,8.7,86.9,,Average
INT_05449,11.0,8.9,86.7,68.8,Average
INT_05450,5.8,5.0,,58.2,Average
INT_05451,8.7,6.6,87.7,58.8,Average
INT_05452,10.3,6.2,94.1,67.3,Average
INT_05453,15.1,4.8,97.9,35.0,Struggle
INT_05454,6.7,6.0,81.5,51.7,Average
INT_05455,12.9,10.0,85.5,66.3,Average
INT_05456,14.2,8.4,95.2,61.8,Average
INT_05457,8.1,10.0,76.6,,Excel
INT_05458,9.2,8.7,72.2,62.9,Average
INT_05459,6.9,6.4,89.8,59.9,Average
INT_05460,9.4,6.9,92.0,55.8,Average
INT_05461,9.9,8.4,82.2,58.0,Average
INT_05462,12.0,8.2,83.4,55.5,Average
INT_05463,13.3,6.6,81.9,49.9,Average
INT_05464,7.8,5.2,81.1,52.4,Average
INT_05465,4.1,,93.5,,Excel
INT_05466,9.9,7.3,78.6,47.9,Average
INT_05467,10.9,7.0,85.9,52.9,Average
INT_05468,10.7,7.7,80.8,67.0,Average
INT_05469,9.0,7.1,76.4,58.3,Average
INT_05470,10.4,7.7,95.0,67.2,
INT_05471,,9.4,83.8,66.7,Average
INT_05472,11.1,7.3,89.5,65.5,Average
INT_05473,8.9,5.8,75.9,36.8,Struggle
INT_05474,8.5,7.3,82.1,,Average
INT_05475,9.5,6.8,94.0,56.4,Average
INT_05476,14.9,9.6,100.0,74.3,Average
INT_05477,9.5,9.3,72.2,65.2,Average
INT_05478,9.9,7.7,86.4,,Average
INT_05479,8.6,5.6,91.3,48.4,Average
INT_05480,13.3,5.7,83.1,45.0,Struggle
INT_05481,15.9,7.5,94.8,51.0,Average
INT_05482,11.4,8.0,81.1,60.4,Average
INT_05483,,6.9,,62.7,Average
INT_05484,10.1,6.8,83.8,58.4,Average
INT_05485,2.8,6.6,97.8,75.9,Excel
INT_05486,12.2,7.5,82.6,56.4,Average
INT_05487,10.4,3.9,85.2,42.2,
INT_05488,11.3,,95.6,52.6,Average
INT_05489,7.9,6.6,79.8,49.0,Average
INT_05490,8.8,9.3,88.6,78.3,Excel
INT_05491,8.8,,73.4,45.5,Average
INT_05492,13.1,7.8,79.3,37.3,Struggle
INT_05493,8.9,7.8,91.1,,Average
INT_05494,16.2,9.4,80.1,56.5,Average
INT_05495,11.3,9.4,83.6,74.2,Average
INT_05496,6.2,7.4,91.9,65.2,Average
INT_05497,9.6,6.8,83.4,44.6,Struggle
INT_05498,8.0,6.5,94.6,61.5,Average
INT_05499,3.4,7.1,89.7,74.1,Average
INT_05500,14.8,,91.5,47.7,Average
INT_05501,12.1,,97.9,66.8,Average
INT_05502,,8.1,90.6,56.3,Average
INT_05503,10.5,8.4,100.0,,Average
INT_05504,5.9,9.4,95.3,83.7,Excel
INT_05505,8.5,10.0,83.8,83.8,Excel
INT_05506,12.5,7.7,98.3,63.6,Average
INT_05507,6.8,9.1,90.1,77.4,Excel
INT_05508,2.4,7.0,84.8,79.8,Excel
INT_05509,9.3,9.3,90.2,73.3,Average
INT_05510,9.6,9.1,96.9,79.8,Excel
INT_05511,10.4,9.0,91.6,70.5,Average
INT_05512,,7.6,100.0,71.9,Average
INT_05513,11.9,6.5,96.7,54.1,Average
INT_05514,10.8,5.4,92.2,,Average
INT_05515,13.6,7.4,79.8,46.5,Average
INT_05516,5.4,9.8,86.6,85.6,
INT_05517,11.5,7.0,,60.3,Average
INT_05518,11.9,8.7,,71.8,Average
INT_05519,6.3,8.8,93.1,79.3,Excel
INT_05520,5.5,7.1,,76.4,
INT_05521,7.8,9.5,89.0,83.6,Excel
INT_05522,8.0,3.1,93.8,34.3,Struggle
INT_05523,12.3,5.7,81.1,30.7,Struggle
INT_05524,8.2,6.1,100.0,,Average
INT_05525,7.4,6.3,71.6,49.7,Average
INT_05526,8.2,8.0,99.6,76.9,Excel
INT_05527,13.4,7.9,87.6,63.1,Average
INT_05528,10.0,8.1,96.0,,Average
INT_05529,9.5,8.4,90.9,66.3,Average
INT_05530,9.7,6.1,90.8,,Average
INT_05531,13.9,5.7,92.4,33.9,Struggle
INT_05532,7.8,8.1,94.5,68.7,Average
INT_05533,13.9,6.6,85.4,45.5,Average
INT_05534,10.6,5.1,96.3,50.9,Average
INT_05535,9.5,9.0,79.3,60.8,Average
INT_05536,17.5,9.6,88.0,54.1,Average
INT_05537,6.8,9.8,94.7,76.4,Excel
INT_05538,8.9,7.8,96.0,69.5,Average
INT_05539,6.3,8.4,91.7,72.0,Average
INT_05540,12.9,9.6,84.9,75.6,Excel
INT_05541,15.1,6.5,95.2,48.7,Average
INT_05542,15.0,9.2,82.6,56.9,Average
INT_05543,13.7,7.9,100.0,58.1,Average
INT_05544,9.4,8.9,87.3,61.8,Average
INT_05545,8.9,7.8,75.7,49.5,Average
INT_05546,5.0,9.4,78.4,75.0,Average
INT_05547,16.1,7.8,88.3,45.6,Average
INT_05548,,5.3,89.1,36.4,Struggle
INT_05549,8.5,,,86.8,Excel
INT_05550,14.0,6.1,79.7,,Struggle
INT_05551,7.1,9.4,88.3,76.5,Excel
INT_05552,11.2,7.4,79.5,62.3,Average
INT_05553,9.5,9.3,84.1,61.2,Average
INT_05554,11.9,9.2,100.0,74.6,Average
INT_05555,9.8,8.1,78.9,58.4,Average
INT_05556,5.6,8.3,92.7,73.7,Average
INT_05557,10.2,8.1,91.1,61.5,Average
INT_05558,13.1,4.5,87.8,32.0,Struggle
INT_05559,9.9,7.7,92.2,62.2,Average
INT_05560,12.3,5.8,78.7,35.9,
INT_05561,6.9,7.8,100.0,67.5,Average
INT_05562,9.9,5.8,100.0,45.6,Average
INT_05563,8.1,5.7,88.4,49.9,Average
INT_05564,12.2,9.9,100.0,76.3,Excel
INT_05565,10.1,9.1,84.8,67.8,Average
INT_05566,12.1,7.5,91.2,56.6,Average
INT_05567,13.3,7.8,99.5,58.3,Average
INT_05568,12.1,7.1,84.3,49.6,Average
INT_05569,10.8,8.4,76.9,53.1,Average
INT_05570,7.0,6.5,75.1,60.2,Average
INT_05571,10.0,9.0,100.0,72.4,Average
INT_05572,8.4,7.1,83.8,56.0,Average
INT_05573,9.0,6.9,86.5,52.7,Average
INT_05574,8.9,7.5,79.1,53.2,Average
INT_05575,7.1,6.6,95.6,64.1,Average
INT_05576,4.1,,81.7,71.4,Average
INT_05577,8.0,6.7,84.1,53.6,Average
INT_05578,10.6,8.2,90.4,,Average
INT_05579,,9.3,79.5,72.1,Average
INT_05580,10.0,6.4,86.6,53.6,Average
INT_05581,15.7,,99.2,64.2,Average
INT_05582,13.1,8.2,91.4,55.2,Average
INT_05583,14.9,6.8,89.0,47.7,Average
INT_05584,11.2,8.2,89.7,63.3,Average
INT_05585,13.5,8.3,,60.2,Average
INT_05586,7.8,9.1,100.0,86.1,Excel
INT_05587,8.1,6.6,81.5,55.0,Average
INT_05588,2.0,6.1,89.7,67.3,
INT_05589,13.6,,,47.2,Average
INT_05590,14.6,6.0,96.1,40.2,Struggle
INT_05591,,8.3,96.8,73.5,Average
INT_05592,9.2,5.8,,41.9,Struggle
INT_05593,7.7,10.0,90.3,79.9,Excel
INT_05594,11.1,9.4,90.6,78.5,Excel
INT_05595,13.4,7.5,69.8,43.3,Struggle
INT_05596,4.8,8.8,75.3,77.6,Excel
INT_05597,11.2,5.0,83.2,,Average
INT_05598,9.2,10.0,83.5,75.4,Excel
INT_05599,10.3,6.6,78.4,48.7,Average
INT_05600,11.4,7.3,94.0,57.3,Average
INT_05601,9.4,4.7,88.0,37.0,Struggle
INT_05602,9.7,8.2,86.3,59.2,Average
INT_05603,,5.8,78.0,48.6,Average
INT_05604,12.9,7.7,87.6,55.7,Average
INT_05605,11.3,6.7,67.0,50.0,Average
INT_05606,10.7,5.9,86.7,51.8,Average
INT_05607,6.2,6.3,88.5,55.5,Average
INT_05608,8.9,7.8,89.9,70.2,Average
INT_05609,12.7,5.6,75.5,32.1,Struggle
INT_05610,10.1,6.4,,59.5,Average
INT_05611,12.0,8.5,79.7,55.2,Average
INT_05612,15.3,10.0,81.5,56.6,Average
INT_05613,13.1,8.2,93.7,57.0,Average
INT_05614,10.3,,100.0,52.1,Average
INT_05615,8.5,6.9,88.4,54.7,Average
INT_05616,2.3,,81.5,,
INT_05617,9.5,7.0,89.5,62.8,Average
INT_05618,9.0,8.9,95.5,85.4,Excel
INT_05619,11.2,7.8,,54.9,Average
INT_05620,9.5,8.9,100.0,83.9,Excel
INT_05621,9.0,7.0,82.3,52.6,Average
INT_05622,,9.5,90.0,87.8,Excel
INT_05623,7.2,7.3,,61.4,Average
INT_05624,11.4,6.0,99.9,56.2,Average
INT_05625,15.1,10.0,72.4,46.5,Average
INT_05626,9.7,4.8,88.0,43.0,Struggle
INT_05627,11.0,6.4,99.9,58.0,Average
INT_05628,12.9,6.6,,55.0,Average
INT_05629,7.6,,93.6,81.3,Excel
INT_05630,11.1,10.0,85.1,76.3,Excel
INT_05631,7.8,9.7,79.9,77.7,Excel
INT_05632,12.6,7.0,100.0,56.4,Average
INT_05633,10.5,10.0,93.8,83.2,Excel
INT_05634,10.9,8.1,81.2,57.4,Average
INT_05635,7.7,9.0,86.4,76.9,Excel
INT_05636,12.1,7.8,90.5,57.9,Average
INT_05637,16.3,7.4,92.4,,Average
INT_05638,7.0,7.1,80.8,62.6,Average
INT_05639,9.0,7.2,83.1,54.7,
INT_05640,10.7,8.4,74.8,50.4,Average
INT_05641,12.4,8.1,96.3,64.8,Average
INT_05642,8.3,7.5,85.3,68.0,Average
INT_05643,2.0,9.8,91.7,,Excel
INT_05644,14.1,3.0,99.4,28.4,Struggle
INT_05645,12.3,8.3,89.8,61.0,Average
INT_05646,4.8,8.6,87.1,81.8,Excel
INT_05647,,9.2,89.6,75.4,Excel
INT_05648,14.7,7.4,88.5,47.0,
INT_05649,14.3,7.8,98.0,64.6,Average
INT_05650,12.8,9.0,90.5,62.6,Average
INT_05651,9.5,9.7,83.6,78.9,Excel
INT_05652,10.2,7.0,96.4,66.9,Average
INT_05653,9.6,7.9,97.8,72.0,Average
INT_05654,13.4,10.0,77.3,57.2,Average
INT_05655,7.4,4.3,100.0,49.9,Average
INT_05656,7.6,6.5,90.9,58.1,Average
INT_05657,13.0,9.7,90.3,67.2,
INT_05658,9.9,9.1,96.1,76.7,Excel
INT_05659,14.1,8.3,83.5,58.3,Average
INT_05660,8.0,6.8,95.6,61.0,Average
INT_05661,9.8,6.2,85.0,48.2,Average
INT_05662,7.2,6.6,76.2,51.4,
INT_05663,10.0,9.8,80.0,77.9,Excel
INT_05664,5.6,6.6,,63.5,Average
INT_05665,8.5,7.7,80.4,52.8,Average
INT_05666,5.7,6.4,100.0,58.8,Average
INT_05667,12.1,,97.5,71.5,Average
INT_05668,12.1,6.7,98.7,51.3,Average
INT_05669,4.8,7.4,89.0,73.8,Average
INT_05670,14.0,5.0,90.1,27.6,Struggle
INT_05671,17.5,5.1,78.5,18.9,Struggle
INT_05672,10.1,,96.0,56.6,Average
INT_05673,8.1,5.5,91.0,54.0,Average
INT_05674,18.5,10.0,,65.6,Average
INT_05675,6.0,4.4,100.0,55.1,Average
INT_05676,10.1,6.3,,42.5,Struggle
INT_05677,10.5,7.5,87.0,54.1,Average
INT_05678,14.0,7.0,90.6,50.3,Average
INT_05679,11.1,5.8,80.5,32.4,Struggle
INT_05680,8.5,6.1,86.5,50.7,Average
INT_05681,7.1,6.0,91.9,66.0,Average
INT_05682,9.0,7.1,85.4,56.4,
INT_05683,7.0,,98.5,81.0,Excel
INT_05684,10.1,7.6,75.9,50.1,Average
INT_05685,8.3,9.3,97.0,77.1,Excel
INT_05686,5.5,8.3,93.3,89.3,Excel
INT_05687,13.8,9.2,83.4,70.3,Average
INT_05688,8.5,3.3,80.6,33.6,Struggle
INT_05689,6.2,7.0,71.4,53.3,Average
INT_05690,9.5,9.5,81.6,77.6,Excel
INT_05691,10.2,6.6,,51.7,Average
INT_05692,4.8,10.0,87.6,93.8,Excel
INT_05693,11.0,9.7,,83.5,Excel
INT_05694,6.9,6.8,83.0,57.8,Average
INT_05695,15.1,6.7,93.7,53.3,Average
INT_05696,11.6,6.0,82.3,40.2,Struggle
INT_05697,8.8,6.6,80.3,44.3,Struggle
INT_05698,7.8,5.7,87.1,56.5,Average
INT_05699,9.7,8.1,82.7,61.4,Average
INT_05700,11.8,5.3,75.7,37.2,
INT_05701,9.9,8.4,86.5,75.5,Excel
INT_05702,9.3,8.4,88.9,,Average
INT_05703,10.2,5.0,98.1,46.9,Average
INT_05704,8.2,9.8,95.5,92.6,Excel
INT_05705,9.0,8.3,97.8,76.4,Excel
INT_05706,3.7,8.6,93.8,79.9,Excel
INT_05707,12.9,6.4,90.7,41.9,Struggle
INT_05708,10.9,8.4,78.2,56.0,Average
INT_05709,7.7,9.2,89.2,72.9,Average
INT_05710,15.7,7.4,92.8,50.8,Average
INT_05711,10.3,10.0,99.7,83.5,Excel
INT_05712,6.9,7.6,93.5,71.3,Average
INT_05713,12.6,9.2,97.9,67.1,Average
INT_05714,11.2,7.9,79.7,55.3,Average
INT_05715,11.2,8.4,85.4,50.5,Average
INT_05716,8.7,5.0,91.4,47.7,Average
INT_05717,11.4,8.1,97.3,72.5,
INT_05718,9.2,6.4,86.8,45.1,Average
INT_05719,11.7,6.2,87.3,49.8,Average
INT_05720,4.3,10.0,93.5,88.7,Excel
INT_05721,8.7,7.2,,59.7,Average
INT_05722,15.2,6.0,100.0,46.0,Average
INT_05723,7.7,7.0,81.0,59.1,Average
INT_05724,8.2,5.5,72.7,41.8,Struggle
INT_05725,8.7,9.7,88.1,85.0,Excel
INT_05726,6.4,6.5,100.0,68.7,Average
INT_05727,3.4,8.3,92.7,77.8,Excel
INT_05728,9.3,9.5,94.0,,Excel
INT_05729,10.4,6.7,88.3,,Average
INT_05730,9.8,8.3,86.8,65.9,Average
INT_05731,9.6,6.0,75.6,40.7,Struggle
INT_05732,,10.0,69.9,63.0,Average
INT_05733,13.1,8.9,89.6,65.1,Average
INT_05734,9.4,,98.5,65.1,Average
INT_05735,8.3,6.3,90.8,62.7,Average
INT_05736,9.2,7.3,93.0,60.8,Average
INT_05737,11.7,7.0,100.0,48.2,Average
INT_05738,14.2,10.0,90.6,67.7,Average
INT_05739,,5.7,87.0,41.3,Struggle
INT_05740,10.3,7.7,81.5,59.2,Average
INT_05741,11.0,7.5,100.0,54.8,Average
INT_05742,7.0,7.3,92.2,61.6,Average
INT_05743,10.1,7.3,80.5,52.3,Average
INT_05744,5.6,7.3,78.6,71.1,Average
INT_05745,4.7,8.8,98.0,79.5,Excel
INT_05746,11.1,8.4,79.7,59.3,Average
INT_05747,8.8,8.1,100.0,76.4,Excel
INT_05748,10.6,2.9,65.9,22.8,Struggle
INT_05749,,7.9,99.4,73.7,Average
INT_05750,7.1,5.0,91.9,,Average
INT_05751,,8.5,88.9,72.1,Average
INT_05752,6.3,9.7,86.6,75.3,Excel
INT_05753,14.2,6.1,100.0,50.0,Average
INT_05754,5.9,7.1,93.7,73.4,Average
INT_05755,,6.6,80.8,45.4,
INT_05756,6.9,9.4,74.2,68.3,Average
INT_05757,11.7,7.6,89.4,53.5,Average
INT_05758,9.0,10.0,88.0,83.5,Excel
INT_05759,8.4,8.1,75.8,60.2,Average
INT_05760,12.6,7.9,87.6,54.9,Average
INT_05761,10.1,7.6,83.4,50.6,Average
INT_05762,11.5,8.7,88.1,64.7,Average
INT_05763,7.1,4.9,93.8,,Average
INT_05764,5.8,7.6,99.9,,Excel
INT_05765,10.3,7.4,95.3,56.0,Average
INT_05766,9.0,8.6,,67.1,Average
INT_05767,11.9,7.2,91.0,53.1,Average
INT_05768,,5.9,88.5,42.7,Struggle
INT_05769,10.6,7.5,77.3,45.2,Average
INT_05770,,5.9,91.2,53.8,Average
INT_05771,15.7,4.6,100.0,33.3,Struggle
INT_05772,9.5,8.6,88.3,69.2,Average
INT_05773,12.1,8.4,75.2,55.8,Average
INT_05774,7.5,8.2,88.2,71.7,
INT_05775,10.9,9.5,78.3,61.8,Average
INT_05776,6.1,6.5,94.9,70.7,Average
INT_05777,11.4,5.4,92.2,41.8,Struggle
INT_05778,8.9,7.4,86.6,63.0,Average
INT_05779,10.1,7.0,85.4,53.5,Average
INT_05780,12.1,6.2,86.3,47.7,Average
INT_05781,6.3,7.4,88.1,65.5,Average
INT_05782,7.9,6.6,81.8,56.4,Average
INT_05783,11.4,4.7,76.9,31.5,Struggle
