Campaign_ID,Page_Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Company,Campaign_Type,Target_Audience,Duration,channels,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,,Date,profit margin
1832,4,9.406897363,0.179034055,Organic,3.794985168,0,1,NexGen Systems,Email,Women 25-34,30 days,YouTube,0.06,"$14,080.00",3.98,New York,German,134,1298,7,Tech Enthusiasts,07/01/2021,Loss
1833,5,4.66874351,0.38166011,Organic,2.217616894,0,1,DataTech Solutions,Influencer,Women 35-44,30 days,YouTube,0.05,"$10,310.00",7.51,Miami,French,244,4126,8,Fashionistas,08/01/2021,Profit
1834,2,3.862158808,0.108402982,Organic,1.891189556,3,1,Innovate Industries,Influencer,Women 25-34,45 days,Website,0.02,"$13,977.00",4.63,Los Angeles,English,926,9502,8,Tech Enthusiasts,09/01/2021,Loss
1835,7,0.617249204,0.477877091,Social,3.617972663,0,1,Innovate Industries,Search,All Ages,15 days,Website,0.04,"$11,576.00",5.08,Houston,German,939,8641,3,Fashionistas,10/01/2021,Profit
1836,3,7.208063676,0.383213925,Organic,1.537939022,1,1,Alpha Innovations,Email,Men 25-34,45 days,Email,0.04,"$15,475.00",2.28,Los Angeles,Mandarin,417,7944,8,Outdoor Adventurers,11/01/2021,Loss
1837,5,5.278522435,0.337696916,Social,2.939606472,1,1,TechCorp,Search,Women 35-44,45 days,Facebook,0.03,"$12,236.00",2.89,Los Angeles,Mandarin,842,1803,4,Foodies,12/01/2021,Loss
1838,6,0.536095015,0.406891257,Organic,5.624812899,4,1,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.14,"$17,160.00",3.38,Chicago,English,408,4284,5,Outdoor Adventurers,13/01/2021,Loss
1839,8,6.14779245,0.17377312,Organic,0.895331196,4,1,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.07,"$15,939.00",5.41,New York,English,575,8676,9,Health & Wellness,14/01/2021,Profit
1840,5,0.953382933,0.229190537,Paid,1.38586201,4,1,NexGen Systems,Social Media,Men 18-24,60 days,Website,0.05,"$18,489.00",3.9,Chicago,Mandarin,809,3875,1,Health & Wellness,15/01/2021,Loss
1841,3,0.252982296,0.206818891,Paid,1.748451928,1,0.852560836,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.03,"$6,795.00",5.81,Los Angeles,German,769,2493,9,Tech Enthusiasts,16/01/2021,Profit
1842,3,3.208520727,0.526988165,Paid,4.476904278,2,1,TechCorp,Display,All Ages,15 days,Google Ads,0.1,"$12,518.00",4.51,Miami,English,124,1642,9,Foodies,17/01/2021,Loss
1843,5,3.182256285,0.330559521,Paid,6.143851317,2,1,Alpha Innovations,Influencer,Men 18-24,15 days,Email,0.11,"$9,207.00",7.47,Chicago,English,495,3868,4,Fashionistas,18/01/2021,Profit
1844,7,0.299235632,0.164468159,Organic,3.541206755,0,1,NexGen Systems,Display,Men 18-24,45 days,YouTube,0.04,"$11,530.00",2.5,Houston,French,503,4030,2,Health & Wellness,19/01/2021,Loss
1845,5,1.151926165,0.0472596,Referral,5.399914754,2,1,TechCorp,Influencer,Women 35-44,30 days,Instagram,0.14,"$16,309.00",3.37,New York,Mandarin,211,4471,10,Fashionistas,20/01/2021,Loss
1846,5,14.80705476,0.231369807,Paid,4.221255423,3,1,TechCorp,Search,Women 25-34,30 days,Google Ads,0.06,"$7,235.00",6.57,Houston,English,254,5024,4,Health & Wellness,21/01/2021,Profit
1847,10,3.403588995,0.362228204,Organic,10.41820123,1,1,TechCorp,Email,Women 35-44,45 days,Website,0.11,"$5,485.00",7.99,Chicago,Mandarin,176,4114,7,Fashionistas,22/01/2021,Profit
1848,2,3.928835261,0.396490848,Social,1.208185335,3,1,DataTech Solutions,Search,Women 25-34,60 days,Email,0.06,"$14,489.00",5.84,New York,English,560,9144,4,Fashionistas,23/01/2021,Profit
1849,6,0.718265806,0.367544202,Referral,1.162461343,0,1,TechCorp,Email,Men 18-24,45 days,YouTube,0.11,"$7,372.00",2.94,Los Angeles,French,429,3677,2,Tech Enthusiasts,24/01/2021,Loss
1850,7,0.246175946,0.327767659,Organic,0.23590877,1,0.559570046,NexGen Systems,Display,Women 35-44,60 days,Google Ads,0.06,"$10,946.00",2.62,Chicago,French,862,4133,10,Fashionistas,25/01/2021,Loss
1851,4,0.972630272,0.297262974,Social,0.877513103,2,1,TechCorp,Social Media,Women 25-34,60 days,Instagram,0.03,"$9,353.00",4.68,Houston,German,125,4564,7,Tech Enthusiasts,26/01/2021,Loss
1852,11,0.858642991,0.343531631,Direct,1.755400445,1,1,Innovate Industries,Email,Women 25-34,15 days,Website,0.07,"$5,494.00",3.29,Miami,Mandarin,900,6833,1,Tech Enthusiasts,27/01/2021,Loss
1853,5,0.801851028,0.251317056,Paid,3.392886868,3,1,NexGen Systems,Social Media,Men 18-24,45 days,Google Ads,0.15,"$10,698.00",5.3,Chicago,French,374,5808,7,Foodies,28/01/2021,Profit
1854,4,0.64238167,0.446534352,Organic,3.402744624,1,1,DataTech Solutions,Social Media,Women 35-44,45 days,Email,0.14,"$5,482.00",7.78,Los Angeles,Mandarin,418,8584,7,Tech Enthusiasts,29/01/2021,Profit
1855,1,2.565274289,0.128721056,Direct,4.487820567,5,1,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,0.01,"$16,711.00",6.69,Chicago,English,183,7405,2,Fashionistas,30/01/2021,Profit
1856,11,1.192952797,0.124341049,Organic,3.143577265,1,0.753399106,Innovate Industries,Search,Men 25-34,45 days,Instagram,0.15,"$6,052.00",2.83,New York,French,536,8200,1,Outdoor Adventurers,31/01/2021,Loss
1857,3,5.150151053,0.167144348,Organic,3.315034484,0,1,Alpha Innovations,Influencer,Men 25-34,30 days,YouTube,0.02,"$6,068.00",7.29,Chicago,Spanish,146,9271,5,Outdoor Adventurers,01/02/2021,Profit
1858,2,0.609829462,0.295557053,Organic,4.484790205,0,1,TechCorp,Search,Women 25-34,45 days,Facebook,0.12,"$10,764.00",7.14,Chicago,Spanish,932,3918,8,Outdoor Adventurers,02/02/2021,Profit
1859,7,1.874375133,0.159120602,Referral,9.452927983,3,1,Innovate Industries,Social Media,Women 35-44,30 days,Email,0.03,"$9,513.00",5.73,Los Angeles,Mandarin,850,7166,2,Tech Enthusiasts,03/02/2021,Profit
1860,5,0.041255888,0.416897082,Direct,7.570280229,0,1,Innovate Industries,Search,All Ages,30 days,Website,0.08,"$13,277.00",5.14,New York,English,870,9951,6,Outdoor Adventurers,04/02/2021,Profit
1861,1,1.971500843,0.060621879,Referral,1.011290535,5,1,NexGen Systems,Influencer,Women 35-44,15 days,Instagram,0.02,"$15,860.00",3.97,Houston,English,392,3291,3,Tech Enthusiasts,05/02/2021,Loss
1862,6,0.172373254,0.465508671,Direct,11.6761961,0,1,TechCorp,Email,Men 25-34,60 days,YouTube,0.06,"$14,698.00",5.48,Miami,English,768,7322,7,Health & Wellness,06/02/2021,Profit
1863,4,11.4126705,0.353502416,Organic,12.68274634,0,1,Innovate Industries,Email,Women 35-44,15 days,YouTube,0.12,"$9,273.00",7.27,Chicago,French,187,6929,3,Fashionistas,07/02/2021,Profit
1864,9,4.690414174,0.535167502,Organic,1.011122936,1,1,Innovate Industries,Display,All Ages,60 days,Instagram,0.06,"$19,151.00",6.61,New York,French,664,2453,8,Foodies,08/02/2021,Profit
1865,4,2.020689476,0.403695978,Referral,2.612284941,2,1,Alpha Innovations,Display,Men 18-24,60 days,Instagram,0.05,"$15,941.00",6.98,Los Angeles,English,477,9223,10,Tech Enthusiasts,09/02/2021,Profit
1866,9,0.271702614,0.170911774,Direct,3.875403507,4,1,DataTech Solutions,Search,Men 18-24,60 days,YouTube,0.1,"$17,064.00",3.85,Los Angeles,French,328,3100,5,Outdoor Adventurers,10/02/2021,Loss
1867,5,2.692741403,0.23556251,Paid,4.986406657,1,1,DataTech Solutions,Social Media,Men 25-34,60 days,YouTube,0.05,"$10,900.00",6.22,Houston,English,820,2253,4,Outdoor Adventurers,11/02/2021,Profit
1868,2,4.265935614,0.219611909,Organic,1.371588472,3,1,Innovate Industries,Influencer,Women 35-44,60 days,Email,0.02,"$13,103.00",7.89,Los Angeles,German,337,9562,3,Foodies,12/02/2021,Profit
1869,8,0.634820763,0.434552894,Organic,0.727407395,3,1,TechCorp,Search,Men 18-24,15 days,Instagram,0.09,"$15,599.00",7.32,Houston,Mandarin,854,4519,3,Health & Wellness,13/02/2021,Profit
1870,2,2.519436232,0.323688896,Organic,7.321705643,1,1,DataTech Solutions,Email,Men 18-24,45 days,Google Ads,0.02,"$12,317.00",4.79,Houston,Mandarin,262,9837,4,Outdoor Adventurers,14/02/2021,Loss
1871,7,5.049429333,0.036194851,Organic,5.524155266,0,1,NexGen Systems,Email,Men 18-24,15 days,Email,0.04,"$6,715.00",5.23,Miami,German,485,1104,5,Fashionistas,15/02/2021,Profit
1872,9,4.386259455,0.09431997,Organic,3.227308197,1,1,NexGen Systems,Social Media,Women 25-34,45 days,Facebook,0.11,"$9,732.00",7.29,New York,French,443,1790,7,Outdoor Adventurers,16/02/2021,Profit
1873,3,4.873533098,0.287151075,Direct,2.686578678,3,1,TechCorp,Social Media,Men 18-24,30 days,Google Ads,0.1,"$12,588.00",7.96,Houston,German,443,6481,9,Health & Wellness,17/02/2021,Profit
1874,3,6.343923735,0.447904776,Paid,6.055219731,0,1,Alpha Innovations,Email,Men 18-24,15 days,Email,0.14,"$19,636.00",2.33,Chicago,Mandarin,868,5469,3,Tech Enthusiasts,18/02/2021,Loss
1875,6,8.326519829,0.466510018,Referral,1.158027034,0,1,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.08,"$8,871.00",2.91,Chicago,Spanish,791,3287,3,Fashionistas,19/02/2021,Loss
1876,7,1.560210445,0.336474873,Organic,4.299546824,1,1,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.08,"$15,612.00",5.18,Chicago,Spanish,269,8996,6,Tech Enthusiasts,20/02/2021,Profit
1877,2,2.523334822,0.431983934,Organic,5.60553757,3,1,TechCorp,Email,Women 35-44,60 days,Instagram,0.05,"$7,589.00",5.38,Houston,French,179,4371,7,Health & Wellness,21/02/2021,Profit
1878,9,4.691379872,0.569025376,Paid,3.126074582,2,1,Innovate Industries,Search,Women 25-34,45 days,YouTube,0.12,"$7,355.00",2.4,Miami,Mandarin,207,3036,4,Foodies,22/02/2021,Loss
1879,5,3.583452036,0.428913247,Social,1.359895747,1,0.941454443,TechCorp,Search,Men 25-34,30 days,YouTube,0.05,"$17,591.00",3.38,Houston,French,919,5652,7,Health & Wellness,23/02/2021,Loss
1880,5,16.22454956,0.444728722,Paid,1.464782122,0,1,DataTech Solutions,Social Media,Women 25-34,30 days,Email,0.03,"$8,911.00",2.69,Chicago,German,723,5971,10,Tech Enthusiasts,24/02/2021,Loss
1881,3,0.041316156,0.321779759,Social,2.342198248,0,0.844446419,Alpha Innovations,Display,Women 25-34,45 days,Instagram,0.02,"$7,021.00",3.54,Houston,Spanish,273,6688,8,Health & Wellness,25/02/2021,Loss
1882,6,1.316134557,0.058377518,Social,3.143848355,2,1,TechCorp,Email,Women 35-44,45 days,Google Ads,0.02,"$9,202.00",4.63,Miami,English,916,4838,3,Fashionistas,26/02/2021,Loss
1883,6,0.989798287,0.344467825,Organic,1.457180593,2,0.954065213,Alpha Innovations,Email,Men 18-24,15 days,Website,0.15,"$6,782.00",5.05,Miami,German,676,5642,1,Outdoor Adventurers,27/02/2021,Profit
1884,4,0.912718582,0.473591988,Organic,5.971110243,1,1,NexGen Systems,Social Media,Women 25-34,60 days,Instagram,0.12,"$10,676.00",4.83,Los Angeles,German,557,1018,1,Fashionistas,28/02/2021,Loss
1885,6,0.755129823,0.080357169,Referral,3.995307005,1,1,DataTech Solutions,Display,Women 25-34,30 days,Google Ads,0.1,"$13,849.00",2.99,Los Angeles,German,580,7322,8,Tech Enthusiasts,01/03/2021,Loss
1886,8,3.704573017,0.21818119,Paid,0.806315038,0,0.868585613,NexGen Systems,Social Media,Women 35-44,15 days,Google Ads,0.13,"$6,850.00",5.8,Los Angeles,Mandarin,358,1211,10,Health & Wellness,02/03/2021,Profit
1887,4,0.265705133,0.060797553,Organic,4.169952745,2,1,Alpha Innovations,Display,Women 25-34,30 days,Email,0.05,"$9,936.00",5.4,Miami,Mandarin,694,8102,7,Outdoor Adventurers,03/03/2021,Profit
1888,6,4.059842084,0.29147486,Paid,6.775901876,1,1,Alpha Innovations,Email,Women 25-34,45 days,YouTube,0.14,"$17,188.00",3.26,Houston,English,268,7909,1,Health & Wellness,04/03/2021,Loss
1889,4,3.546886806,0.392250218,Paid,4.996096695,0,1,Innovate Industries,Search,Men 25-34,45 days,Website,0.1,"$18,747.00",2.43,Los Angeles,French,157,7021,1,Fashionistas,05/03/2021,Loss
1890,9,0.866264473,0.276079005,Direct,9.447177491,1,1,TechCorp,Social Media,Men 25-34,30 days,YouTube,0.07,"$12,081.00",2.86,Chicago,Mandarin,163,6702,6,Tech Enthusiasts,06/03/2021,Loss
1891,5,0.874402818,0.243967588,Organic,0.625946789,3,1,Alpha Innovations,Social Media,Men 18-24,60 days,Website,0.05,"$19,547.00",6.31,Chicago,French,849,6073,1,Tech Enthusiasts,07/03/2021,Profit
1892,7,2.973532519,0.058647006,Organic,1.954341615,3,1,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.09,"$6,333.00",4.54,Chicago,English,684,8201,4,Tech Enthusiasts,08/03/2021,Loss
1893,2,4.308611383,0.186487879,Paid,4.593907376,4,1,TechCorp,Email,All Ages,15 days,Google Ads,0.1,"$11,289.00",3.27,Los Angeles,German,752,4968,9,Tech Enthusiasts,09/03/2021,Loss
1894,4,6.274192909,0.503611963,Referral,2.256438195,0,1,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,0.09,"$7,598.00",7.68,Houston,German,340,1445,9,Foodies,10/03/2021,Profit
1895,4,5.734459347,0.462143652,Referral,3.076207271,1,1,Innovate Industries,Social Media,Men 25-34,45 days,Google Ads,0.07,"$5,991.00",6.94,Miami,Spanish,257,7570,1,Tech Enthusiasts,11/03/2021,Profit
1896,7,10.04720931,0.300023271,Direct,9.820490399,2,1,NexGen Systems,Display,Men 18-24,45 days,Facebook,0.12,"$14,379.00",2.28,Miami,Spanish,741,3640,5,Outdoor Adventurers,12/03/2021,Loss
1897,3,2.612410158,0.021873403,Social,7.552043427,3,1,DataTech Solutions,Search,Women 35-44,45 days,YouTube,0.11,"$13,966.00",2.34,Los Angeles,English,636,1813,2,Health & Wellness,13/03/2021,Loss
1898,4,7.179353632,0.557418844,Paid,4.939252416,4,1,Innovate Industries,Social Media,All Ages,60 days,Website,0.02,"$14,092.00",5.96,Houston,Spanish,431,5493,6,Fashionistas,14/03/2021,Profit
1899,3,4.958810354,0.349601003,Organic,3.582094529,3,1,DataTech Solutions,Influencer,Women 35-44,30 days,Instagram,0.11,"$18,551.00",5.09,Los Angeles,Mandarin,450,7099,4,Outdoor Adventurers,15/03/2021,Profit
1900,3,6.751903337,0.181162359,Paid,5.025677216,2,1,NexGen Systems,Search,Women 35-44,30 days,Website,0.14,"$8,544.00",2.94,New York,Spanish,763,7182,10,Tech Enthusiasts,16/03/2021,Loss
1901,2,0.035084156,0.211191317,Referral,5.676390227,6,1,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.01,"$8,646.00",5.77,Chicago,Mandarin,372,2783,7,Foodies,17/03/2021,Profit
1902,10,10.13563691,0.36262536,Social,2.288276413,2,1,NexGen Systems,Display,Women 35-44,60 days,Website,0.12,"$12,437.00",7.47,Los Angeles,German,157,9335,2,Tech Enthusiasts,18/03/2021,Profit
1903,3,1.924683715,0.27492904,Direct,6.279681242,3,1,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.06,"$10,381.00",4.05,Miami,Mandarin,863,5683,7,Fashionistas,19/03/2021,Loss
1904,2,4.801181643,0.302127084,Referral,4.498281811,1,1,NexGen Systems,Search,Men 25-34,30 days,Email,0.1,"$9,272.00",7.27,Miami,German,185,9350,2,Fashionistas,20/03/2021,Profit
1905,6,0.408160692,0.049666787,Paid,4.438941051,1,0.870762555,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.03,"$10,509.00",6.45,Miami,German,706,2891,9,Health & Wellness,21/03/2021,Profit
1906,4,1.512250687,0.170411186,Organic,3.264606656,3,1,TechCorp,Display,Men 25-34,60 days,Website,0.04,"$11,451.00",5.04,Chicago,French,762,2103,4,Fashionistas,22/03/2021,Profit
1907,6,0.950140973,0.142868461,Organic,4.960543231,1,1,Innovate Industries,Influencer,Women 25-34,60 days,Google Ads,0.03,"$8,995.00",7.53,Los Angeles,Spanish,773,8871,5,Foodies,23/03/2021,Profit
1908,2,1.034488016,0.032640007,Organic,6.786894371,2,1,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.11,"$9,277.00",4.4,Houston,German,595,3337,3,Tech Enthusiasts,24/03/2021,Loss
1909,4,0.3946194,0.142121911,Organic,1.489196944,2,1,Innovate Industries,Influencer,Men 25-34,45 days,Email,0.03,"$9,645.00",7.64,New York,French,429,7811,8,Outdoor Adventurers,25/03/2021,Profit
1910,9,4.916041507,0.199608936,Paid,11.27044858,2,1,TechCorp,Influencer,All Ages,15 days,Facebook,0.06,"$14,312.00",6.96,Houston,Mandarin,297,8413,5,Health & Wellness,26/03/2021,Profit
1911,10,0.027855869,0.102216096,Organic,7.182616459,5,1,Alpha Innovations,Influencer,Women 35-44,30 days,Instagram,0.13,"$13,461.00",6.98,New York,Mandarin,588,9535,7,Outdoor Adventurers,27/03/2021,Profit
1912,5,1.124104161,0.172626234,Referral,1.295418118,1,0.80874141,Innovate Industries,Email,Women 35-44,30 days,Google Ads,0.06,"$17,442.00",3.5,New York,German,159,4441,4,Fashionistas,28/03/2021,Loss
1913,2,0.574972964,0.455300876,Paid,6.229435049,0,1,Innovate Industries,Search,Women 35-44,60 days,Email,0.05,"$17,499.00",5.51,Los Angeles,Spanish,540,6649,1,Outdoor Adventurers,29/03/2021,Profit
1914,3,2.667770445,0.662873522,Paid,2.848736509,2,1,Innovate Industries,Display,Women 35-44,15 days,YouTube,0.12,"$7,991.00",4.5,Los Angeles,Mandarin,370,9765,6,Health & Wellness,30/03/2021,Loss
1915,7,0.880104232,0.053403316,Paid,1.121506499,2,1,NexGen Systems,Display,Women 35-44,60 days,YouTube,0.13,"$9,643.00",2.08,Miami,French,936,3150,2,Tech Enthusiasts,31/03/2021,Loss
1916,6,0.899257704,0.265522191,Organic,1.989032985,1,1,NexGen Systems,Search,Women 35-44,45 days,Email,0.05,"$15,611.00",4.12,Los Angeles,English,977,4497,10,Foodies,01/04/2021,Loss
1917,4,2.010273929,0.402731163,Direct,2.109960349,6,1,DataTech Solutions,Display,All Ages,60 days,Email,0.13,"$18,134.00",2.84,Miami,German,566,9921,10,Foodies,02/04/2021,Loss
1918,2,3.17260428,0.461972539,Organic,5.250922082,3,1,Alpha Innovations,Email,Women 25-34,45 days,Facebook,0.02,"$18,458.00",7.78,Houston,French,235,9771,1,Outdoor Adventurers,03/04/2021,Profit
1919,7,0.387951272,0.454071972,Direct,3.237192152,2,1,Innovate Industries,Search,Women 35-44,60 days,YouTube,0.09,"$9,135.00",5.65,Houston,German,165,5074,3,Outdoor Adventurers,04/04/2021,Profit
1920,6,0.578976082,0.533262967,Organic,4.46399883,3,1,Innovate Industries,Email,Men 18-24,30 days,Website,0.04,"$15,474.00",3.62,Los Angeles,Spanish,715,1239,3,Tech Enthusiasts,05/04/2021,Loss
1921,7,0.851766428,0.2636288,Paid,5.971341705,1,1,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.08,"$10,528.00",5.27,Los Angeles,French,559,3449,5,Fashionistas,06/04/2021,Profit
1922,7,10.92006378,0.552474934,Organic,4.938726153,2,1,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.01,"$18,850.00",3.42,New York,French,692,8915,3,Fashionistas,07/04/2021,Loss
1923,3,1.518273049,0.100613972,Organic,6.047758017,3,1,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.06,"$6,983.00",5.66,Houston,Spanish,596,2281,8,Foodies,08/04/2021,Profit
1924,3,2.741307421,0.182308657,Paid,1.838332261,3,1,DataTech Solutions,Search,Women 25-34,45 days,Facebook,0.13,"$15,971.00",4.19,Chicago,Spanish,494,5439,7,Tech Enthusiasts,09/04/2021,Loss
1925,4,0.829406777,0.174275413,Referral,2.63499804,3,1,Alpha Innovations,Email,Men 25-34,15 days,Website,0.05,"$9,290.00",7.2,Miami,German,992,8847,6,Health & Wellness,10/04/2021,Profit
1926,5,2.022737967,0.115662396,Organic,1.56681228,0,1,Alpha Innovations,Search,Women 35-44,30 days,Website,0.04,"$19,632.00",6.15,Miami,French,721,8225,8,Health & Wellness,11/04/2021,Profit
1927,2,0.231029252,0.14048476,Paid,2.767130675,2,1,Alpha Innovations,Display,Men 18-24,45 days,YouTube,0.1,"$7,432.00",7.38,Miami,Spanish,731,2499,10,Outdoor Adventurers,12/04/2021,Profit
1928,4,0.106080021,0.044330972,Organic,1.643094105,3,1,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,0.09,"$5,758.00",5.97,Houston,Mandarin,467,5205,2,Foodies,13/04/2021,Profit
1929,7,1.897474653,0.078819997,Organic,2.115108765,1,1,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.12,"$13,458.00",7.7,Miami,English,572,8542,8,Tech Enthusiasts,14/04/2021,Profit
1930,5,1.525780787,0.492458577,Direct,1.87491219,2,0.922846816,Innovate Industries,Social Media,Women 25-34,15 days,Email,0.1,"$13,006.00",6.22,Miami,French,456,7129,9,Health & Wellness,15/04/2021,Profit
1931,6,0.441605754,0.272655823,Social,3.702056687,1,1,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.15,"$12,930.00",4.09,Houston,Mandarin,259,3531,1,Outdoor Adventurers,16/04/2021,Loss
1932,4,3.490426305,0.454004178,Paid,8.501808888,2,1,Innovate Industries,Display,Men 18-24,45 days,Website,0.12,"$18,200.00",7.38,Miami,German,951,2432,7,Tech Enthusiasts,17/04/2021,Profit
1933,9,14.84445688,0.253967873,Organic,0.58752791,2,1,TechCorp,Search,Men 25-34,15 days,YouTube,0.07,"$9,929.00",7.87,New York,English,928,3257,5,Outdoor Adventurers,18/04/2021,Profit
1934,2,1.510789556,0.106298842,Organic,2.444499277,3,1,TechCorp,Influencer,Men 25-34,30 days,Email,0.13,"$18,792.00",7.96,Miami,Spanish,285,1214,7,Foodies,19/04/2021,Profit
1935,6,2.938958923,0.338837502,Direct,5.537026361,1,1,TechCorp,Display,Men 25-34,30 days,YouTube,0.1,"$19,698.00",5.21,Chicago,English,668,4367,5,Outdoor Adventurers,20/04/2021,Profit
1936,4,9.888562114,0.106940459,Organic,2.165047069,1,1,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.02,"$12,194.00",2.47,Houston,Mandarin,135,7812,5,Outdoor Adventurers,21/04/2021,Loss
1937,3,5.343081307,0.543617488,Social,6.820577614,0,1,DataTech Solutions,Display,Women 35-44,15 days,YouTube,0.11,"$9,406.00",7.65,Miami,Mandarin,325,3365,4,Fashionistas,22/04/2021,Profit
1938,6,1.868358187,0.516549503,Organic,1.549229619,2,1,Innovate Industries,Influencer,All Ages,45 days,YouTube,0.06,"$17,090.00",6.77,Houston,German,210,4641,10,Foodies,23/04/2021,Profit
1939,7,4.012392416,0.243835639,Direct,2.495138803,2,1,NexGen Systems,Email,All Ages,30 days,Instagram,0.03,"$6,398.00",7.01,Houston,Mandarin,361,2588,10,Fashionistas,24/04/2021,Profit
1940,8,0.411362189,0.074138931,Organic,2.321536327,0,1,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.09,"$18,254.00",5.27,Houston,Mandarin,672,2707,2,Foodies,25/04/2021,Profit
